Emp Name,Expense Type,Payment Thru,Amount,Service Fee,Total Amount,Transaction Date,Country,Department
Alexandria Escobar,Hotel,Card,293.91,15.41,309.32,2023-06-21,Australia,ADMN
Edward Cox,Meals,Card,1293.3,112.87,1406.17,2024-07-30,United Kingdom,FINC
Nicole Thornton,Meals,Card,222.47,17.68,240.15,2024-09-14,United States,EXEC
Emily Garcia,Hotel,Card,862.6,49.46,912.06,2023-03-16,Australia,SALS
Desiree Mitchell,Hotel,Cash,1899.02,167.76,2066.78,2023-05-31,United Kingdom,ADMN
Christopher Williams,Meals,Card,131.73,10.56,142.29,2023-01-10,United Kingdom,EXEC
Robert Williams DDS,Meals,Card,1504.68,83.66,1588.34,2023-01-11,United Kingdom,EXEC
Melissa Leblanc,Meals,Cash,399.27,28.57,427.84,2023-07-13,India,SALS
Jose Taylor,Car,Cash,1869.02,49.71,1918.73,2024-11-03,United States,ENGG
Jordan Diaz,Air,Card,1523.91,111.78,1635.69,2024-11-05,Germany,ADMN
Eric Casey,Meals,Cash,682.22,42.42,724.64,2023-03-10,United States,FINC
Matthew Raymond,Meals,Cash,792.71,41.33,834.04,2023-09-17,United States,FINC
Ashley Jensen,Air,Cash,1578.64,63.41,1642.05,2023-03-10,United States,FINC
Kelly Rodriguez,Hotel,Cash,703.96,34.03,737.99,2023-12-21,India,ADMN
Ronald Shepherd,Hotel,Cash,1675.32,35.55,1710.87,2023-03-26,Germany,EXEC
Larry Wagner,Car,Cash,994.91,47.47,1042.38,2023-07-08,Australia,FINC
Timothy Ramos,Meals,Cash,1892.53,129.95,2022.48,2024-02-08,United Kingdom,EXEC
Jason Sullivan,Car,Card,658.61,65.65,724.26,2024-02-05,Australia,EXEC
Whitney Cantu,Car,Cash,1873.14,94.01,1967.15,2023-10-25,Australia,FINC
Kelsey Friedman,Hotel,Cash,1880.53,68.69,1949.22,2024-07-08,Canada,FINC
Brandon Williams,Car,Card,1511.19,150.5,1661.69,2024-03-27,United Kingdom,SALS
Thomas Dennis,Meals,Cash,1706.86,89.84,1796.7,2024-07-31,Canada,FINC
Hannah Novak,Air,Card,1246.21,66.81,1313.02,2024-01-05,India,FINC
Ashley Torres,Air,Card,126.62,3.49,130.11,2024-08-06,Canada,FINC
Larry Flynn,Meals,Card,1255.5,122.72,1378.22,2024-08-13,United Kingdom,ADMN
Jeffrey Summers,Hotel,Cash,1316.57,34.62,1351.19,2023-03-30,India,SALS
Sheena Peterson,Car,Card,1744.9,36.41,1781.31,2024-02-11,India,ADMN
Casey Kidd,Air,Card,1220.05,43.74,1263.79,2023-12-08,United Kingdom,SALS
Karen Brown,Car,Card,248.05,7.35,255.4,2023-11-21,Canada,SALS
Jeffrey Wilson,Air,Cash,455.54,43.13,498.67,2024-12-21,Australia,ENGG
Lisa Stout,Car,Card,972.99,81.28,1054.27,2024-05-24,Germany,FINC
Angela Hernandez,Hotel,Cash,1802.7,164.97,1967.67,2023-04-02,United Kingdom,ENGG
Jerry Ford,Air,Card,155.81,7.19,163.0,2023-05-04,United Kingdom,FINC
Christopher King,Car,Cash,1968.18,129.97,2098.15,2024-04-12,United States,EXEC
Linda Walker,Air,Card,784.78,50.46,835.24,2023-11-29,United Kingdom,ENGG
Stephanie Smith,Meals,Card,1335.72,61.92,1397.64,2023-01-29,India,FINC
Hannah Gonzales,Air,Cash,1460.58,119.96,1580.54,2023-04-08,Canada,EXEC
Nancy Taylor,Air,Cash,1261.94,87.72,1349.66,2024-04-17,India,FINC
Shaun Carey,Meals,Cash,728.28,35.03,763.31,2024-03-15,United Kingdom,ENGG
Michael Cook,Meals,Cash,1538.38,130.71,1669.09,2023-02-11,United Kingdom,FINC
Robert Schwartz,Car,Cash,812.48,23.92,836.4,2024-02-01,Australia,ADMN
Jeanette Baker,Air,Cash,1186.01,69.69,1255.7,2024-03-08,Germany,FINC
Rachel Molina,Car,Card,728.91,18.63,747.54,2024-05-09,Australia,EXEC
Arthur Russo,Car,Cash,1559.72,67.33,1627.05,2024-06-15,United States,ENGG
Brooke Aguilar PhD,Hotel,Cash,612.45,16.84,629.29,2024-10-03,United Kingdom,ENGG
Jeremy Cohen,Meals,Cash,645.45,12.98,658.43,2023-04-23,India,SALS
Gregory Moran,Hotel,Cash,557.05,48.65,605.7,2023-11-21,Australia,ADMN
Lawrence Oneal,Meals,Card,662.04,39.28,701.32,2023-07-09,India,FINC
Scott Gross,Hotel,Card,1335.35,93.23,1428.58,2024-01-30,United States,EXEC
Arthur Johnson,Car,Card,1932.16,158.88,2091.04,2024-08-31,Australia,ENGG
Curtis Ware,Hotel,Cash,1167.38,97.76,1265.14,2023-06-16,United States,ADMN
Andrew Becker,Meals,Card,290.53,8.26,298.79,2024-12-24,India,EXEC
Lawrence Hernandez,Meals,Card,1597.72,155.09,1752.81,2024-03-19,Canada,ADMN
Ryan Contreras,Hotel,Card,881.9,35.38,917.28,2023-04-15,Germany,EXEC
Christine Martin,Air,Card,1552.85,118.56,1671.41,2024-11-26,Australia,SALS
Aimee Garcia,Meals,Cash,1789.68,104.95,1894.63,2023-10-01,Canada,EXEC
Larry Perez,Car,Cash,1103.16,22.63,1125.79,2023-09-13,Germany,EXEC
Caleb Taylor,Air,Card,110.6,7.82,118.42,2023-10-27,United States,FINC
Dr. Hunter Harmon MD,Meals,Cash,1429.66,69.59,1499.25,2023-07-01,India,ADMN
Jason Brown,Air,Card,1705.99,88.65,1794.64,2024-05-30,Germany,SALS
Robert Smith,Car,Card,107.95,7.16,115.11,2023-07-19,United States,EXEC
Nicole Griffin,Hotel,Card,1671.45,138.87,1810.32,2024-06-15,Australia,FINC
Heather Nguyen,Hotel,Cash,1864.52,180.9,2045.42,2024-02-29,United Kingdom,ENGG
Stephanie Arellano,Car,Card,1388.45,48.91,1437.36,2023-03-03,Australia,SALS
Eric Griffith,Meals,Cash,617.16,28.47,645.63,2024-05-14,United Kingdom,SALS
Cory Phillips,Meals,Cash,1324.22,132.25,1456.47,2024-04-13,United Kingdom,SALS
Erika Sanchez,Car,Cash,559.5,49.03,608.53,2023-07-13,Australia,EXEC
Lucas Thornton,Car,Card,174.49,8.81,183.3,2023-07-19,Australia,ENGG
Karen Johnson,Meals,Cash,1689.33,142.17,1831.5,2023-12-22,Australia,ENGG
Ellen Mclaughlin,Car,Cash,1448.1,108.09,1556.19,2023-08-23,United States,SALS
Todd Molina,Air,Cash,1860.89,81.55,1942.44,2023-10-18,Germany,FINC
Louis Hall,Hotel,Cash,77.65,4.05,81.7,2024-05-30,Germany,FINC
Kyle Cook,Hotel,Cash,1044.72,54.76,1099.48,2023-09-13,Australia,ADMN
Craig Brown,Car,Cash,1290.65,98.44,1389.09,2024-01-22,India,ENGG
Heather Harris DDS,Meals,Cash,357.8,13.14,370.94,2023-07-13,Germany,FINC
John Wilson,Air,Card,1902.52,50.18,1952.7,2023-02-23,Australia,FINC
John Mason,Air,Card,1888.27,90.81,1979.08,2024-11-07,Canada,SALS
Roy Davis,Air,Card,1489.75,96.68,1586.43,2023-05-18,United States,EXEC
Barbara Nelson,Meals,Card,177.7,15.1,192.8,2023-02-25,Australia,ENGG
Ryan Willis,Meals,Card,961.02,28.39,989.41,2024-11-15,United Kingdom,FINC
David Schmidt,Air,Card,1472.33,52.96,1525.29,2024-01-26,Germany,ADMN
Christian Freeman,Hotel,Cash,1125.56,74.82,1200.38,2023-04-02,United Kingdom,EXEC
Edgar Lopez,Air,Cash,1936.9,122.5,2059.4,2023-06-18,United States,SALS
Veronica Ellis,Air,Card,1102.7,81.75,1184.45,2023-11-16,India,EXEC
Christopher Fritz,Meals,Cash,1649.78,47.79,1697.57,2024-05-17,United States,ADMN
Kelly Conrad,Hotel,Cash,978.18,86.68,1064.86,2024-11-03,Canada,FINC
Wayne Gomez,Hotel,Card,815.43,51.21,866.64,2023-02-18,Germany,ENGG
Stephanie Stein,Hotel,Card,836.41,83.64,920.05,2024-10-17,Canada,ADMN
John Hodges,Hotel,Card,1305.92,85.21,1391.13,2023-05-29,Canada,SALS
Dr. Lisa Wells,Hotel,Cash,1336.39,92.8,1429.19,2023-04-06,India,ADMN
William Blevins,Air,Card,198.06,15.76,213.82,2024-04-24,United States,EXEC
Clifford Carter,Car,Cash,880.14,20.75,900.89,2024-01-28,India,ENGG
Miss Ana Mitchell,Air,Cash,1221.17,53.57,1274.74,2023-03-16,Canada,FINC
Richard Knapp DVM,Car,Cash,326.32,23.4,349.72,2023-03-27,Canada,FINC
Thomas Kelly,Hotel,Card,1247.62,96.71,1344.33,2024-05-22,United States,EXEC
Susan Jackson,Meals,Card,1251.36,46.12,1297.48,2024-11-16,Canada,FINC
Ethan Shaw,Car,Card,706.43,47.02,753.45,2023-08-07,United Kingdom,SALS
Nancy Jackson,Car,Cash,1842.63,66.23,1908.86,2023-02-14,Australia,ENGG
Seth Quinn,Hotel,Card,1586.84,88.65,1675.49,2023-04-29,Germany,EXEC
Terry Schneider,Car,Cash,1296.66,124.82,1421.48,2023-03-01,Australia,FINC
Matthew Drake,Car,Card,1331.0,132.9,1463.9,2024-06-04,Australia,ADMN
Christine Flynn,Car,Cash,94.07,7.77,101.84,2024-12-06,Canada,FINC
Hannah Vargas,Car,Cash,430.84,22.86,453.7,2024-12-01,Canada,SALS
Cody Martinez,Car,Card,203.4,12.35,215.75,2024-11-07,India,SALS
Katherine Sellers,Car,Card,1971.01,135.6,2106.61,2024-11-26,Germany,ADMN
Eric Castro,Air,Card,1980.1,181.76,2161.86,2023-07-16,United Kingdom,ENGG
Patricia Green,Hotel,Cash,465.97,37.83,503.8,2024-03-07,Germany,SALS
Sierra Nelson,Car,Card,1983.02,53.99,2037.01,2024-06-04,Australia,ADMN
Vanessa Williams,Meals,Cash,1396.81,45.07,1441.88,2024-12-15,India,FINC
Phillip Davis,Meals,Card,1958.2,128.45,2086.65,2023-02-23,Germany,FINC
Christina Carr,Meals,Card,395.77,35.94,431.71,2023-03-10,Germany,FINC
Albert Ortega,Air,Card,1570.25,51.89,1622.14,2023-11-23,United Kingdom,EXEC
David Davis,Air,Card,1981.01,50.25,2031.26,2023-08-14,India,ENGG
Juan Barnes,Air,Cash,1808.23,107.08,1915.31,2024-01-20,India,SALS
Jessica Pennington,Meals,Card,1888.53,83.95,1972.48,2024-07-22,Germany,ADMN
Christopher Johnson,Air,Cash,751.97,71.68,823.65,2023-05-09,Australia,FINC
